Zip_Code,County,,
17106,Dauphin,,
17107,Dauphin,,
17108,Dauphin,,
17109,Dauphin,,
17110,Dauphin,,
17111,Dauphin,,
17112,Dauphin,,
17113,Dauphin,,
17120,Dauphin,,
17121,Dauphin,,
17122,Dauphin,,
17123,Dauphin,,
17124,Dauphin,,
17125,Dauphin,,
17126,Dauphin,,
17127,Dauphin,,
17128,Dauphin,,
17129,Dauphin,,
17130,Dauphin,,
17140,Dauphin,,
17177,Dauphin,,
17201,Franklin,,
17210,Franklin,,
17211,Bedford,,
17212,Fulton,,
17213,Huntingdon,,
17214,Franklin,,
17215,Fulton,,
17217,Franklin,,
17219,Franklin,,
17220,Franklin,,
17221,Franklin,,
17222,Franklin,,
17223,Fulton,,
17224,Franklin,,
17225,Franklin,,
17228,Fulton,,
17229,Fulton,,
17231,Franklin,,
17232,Franklin,,
17233,Fulton,,
17235,Franklin,,
17236,Franklin,,
17237,Franklin,,
17238,Fulton,,
17239,Huntingdon,,
17240,Cumberland,,
17241,Cumberland,,
17243,Huntingdon,,
17244,Franklin,,
17246,Franklin,,
17247,Franklin,,
17249,Huntingdon,,
17250,Franklin,,
17251,Franklin,,
17252,Franklin,,
17253,Huntingdon,,
17254,Franklin,,
17255,Huntingdon,,
17256,Franklin,,
17257,Cumberland,,
17260,Huntingdon,,
17261,Franklin,,
17262,Franklin,,
17263,Franklin,,
17264,Huntingdon,,
17265,Franklin,,
17266,Cumberland,,
17267,Fulton,,
17268,Franklin,,
17270,Franklin,,
17271,Franklin,,
17272,Franklin,,
17301,Adams,,
17302,York,,
17303,Adams,,
17304,Adams,,
17306,Adams,,
17307,Adams,,
17309,York,,
17310,Adams,,
17311,York,,
17312,York,,
17313,York,,
17314,York,,
17315,York,,
17316,Adams,,
17317,York,,
17318,York,,
17319,York,,
17320,Adams,,
17321,York,,
17322,York,,
17323,York,,
17324,Adams,,
17325,Adams,,
17326,Adams,,
17327,York,,
17329,York,,
17331,York,,
17332,York,,
17333,York,,
17334,York,,
17337,Adams,,
17339,York,,
17340,Adams,,
17342,York,,
17343,Adams,,
17344,Adams,,
17345,York,,
17347,York,,
17349,York,,
17350,Adams,,
17352,York,,
17353,Adams,,
17354,York,,
17355,York,,
17356,York,,
17358,York,,
17360,York,,
17361,York,,
17362,York,,
17363,York,,
17364,York,,
17365,York,,
17366,York,,
17368,York,,
17370,York,,
17371,York,,
17372,Adams,,
17375,Adams,,
17401,York,,
17402,York,,
17403,York,,
17404,York,,
17405,York,,
17406,York,,
17407,York,,
17408,York,,
17415,York,,
17501,Lancaster,,
17502,Lancaster,,
17503,Lancaster,,
17504,Lancaster,,
17505,Lancaster,,
17506,Lancaster,,
17507,Lancaster,,
17508,Lancaster,,
17509,Lancaster,,
17512,Lancaster,,
17516,Lancaster,,
17517,Lancaster,,
17518,Lancaster,,
17519,Lancaster,,
17520,Lancaster,,
17521,Lancaster,,
17522,Lancaster,,
17527,Lancaster,,
17528,Lancaster,,
17529,Lancaster,,
17532,Lancaster,,
17533,Lancaster,,
17534,Lancaster,,
17535,Lancaster,,
17536,Lancaster,,
17537,Lancaster,,
17538,Lancaster,,
17540,Lancaster,,
17543,Lancaster,,
17545,Lancaster,,
17547,Lancaster,,
17549,Lancaster,,
17550,Lancaster,,
17551,Lancaster,,
17552,Lancaster,,
17554,Lancaster,,
17555,Lancaster,,
17557,Lancaster,,
17560,Lancaster,,
17562,Lancaster,,
17563,Lancaster,,
17564,Lancaster,,
17565,Lancaster,,
17566,Lancaster,,
17567,Lancaster,,
17568,Lancaster,,
17569,Lancaster,,
17570,Lancaster,,
17572,Lancaster,,
17573,Lancaster,,
17575,Lancaster,,
17576,Lancaster,,
17578,Lancaster,,
17579,Lancaster,,
17580,Lancaster,,
17581,Lancaster,,
17582,Lancaster,,
17583,Lancaster,,
17584,Lancaster,,
17585,Lancaster,,
17601,Lancaster,,
17602,Lancaster,,
17603,Lancaster,,
17604,Lancaster,,
17605,Lancaster,,
17606,Lancaster,,
17607,Lancaster,,
17608,Lancaster,,
17611,Lancaster,,
17699,Lancaster,,
17701,Lycoming,,
17702,Lycoming,,
17703,Lycoming,,
17705,Lycoming,,
17720,Lycoming,,
17721,Clinton,,
17723,Lycoming,,
17724,Bradford,,
17726,Clinton,,
17727,Lycoming,,
17728,Lycoming,,
17729,Potter,,
17730,Northumberland,,
17731,Sullivan,,
17735,Bradford,,
17737,Lycoming,,
17738,Clinton,,
17739,Lycoming,,
17740,Lycoming,,
17742,Lycoming,,
17744,Lycoming,,
17745,Clinton,,
17747,Clinton,,
17748,Clinton,,
17749,Northumberland,,
17750,Clinton,,
17751,Clinton,,
17752,Lycoming,,
17754,Lycoming,,
17756,Lycoming,,
17758,Sullivan,,
17760,Clinton,,
17762,Lycoming,,
17763,Lycoming,,
17764,Clinton,,
17765,Tioga,,
17767,Clinton,,
17768,Sullivan,,
17769,Lycoming,,
17771,Lycoming,,
17772,Northumberland,,
17773,Clinton,,
17774,Lycoming,,
17776,Lycoming,,
17777,Northumberland,,
17778,Clinton,,
17779,Clinton,,
17801,Northumberland,,
17810,Union,,
17812,Snyder,,
17813,Snyder,,
17814,Columbia,,
17815,Columbia,,
17820,Columbia,,
17821,Montour,,
17822,Montour,,
17823,Northumberland,,
17824,Northumberland,,
17827,Snyder,,
17829,Union,,
17830,Northumberland,,
17831,Snyder,,
17832,Northumberland,,
17833,Snyder,,
17834,Northumberland,,
17835,Union,,
17836,Northumberland,,
17837,Union,,
17839,Columbia,,
17840,Northumberland,,
17841,Mifflin,,
17842,Snyder,,
17843,Snyder,,
17844,Union,,
17845,Union,,
17846,Columbia,,
17847,Northumberland,,
17850,Northumberland,,
17851,Northumberland,,
17853,Snyder,,
17855,Union,,
17856,Union,,
17857,Northumberland,,
17858,Columbia,,
17859,Columbia,,
17860,Northumberland,,
17861,Snyder,,
17862,Snyder,,
17864,Snyder,,
17865,Northumberland,,
17866,Northumberland,,
17867,Northumberland,,
17868,Northumberland,,
17870,Snyder,,
17872,Northumberland,,
17876,Snyder,,
17877,Northumberland,,
17878,Columbia,,
17880,Union,,
17881,Northumberland,,
17882,Snyder,,
17883,Union,,
17884,Montour,,
17885,Union,,
17886,Union,,
17887,Union,,
17888,Columbia,,
17889,Union,,
17901,Schuylkill,,
17920,Columbia,,
17921,Schuylkill,,
17922,Schuylkill,,
17923,Schuylkill,,
17925,Schuylkill,,
17929,Schuylkill,,
17930,Schuylkill,,
17931,Schuylkill,,
17932,Schuylkill,,
17933,Schuylkill,,
17934,Schuylkill,,
17935,Schuylkill,,
17936,Schuylkill,,
17938,Schuylkill,,
17941,Schuylkill,,
17942,Schuylkill,,
17943,Schuylkill,,
17944,Schuylkill,,
17945,Schuylkill,,
17946,Schuylkill,,
17948,Schuylkill,,
17949,Schuylkill,,
17951,Schuylkill,,
17952,Schuylkill,,
17953,Schuylkill,,
17954,Schuylkill,,
17957,Schuylkill,,
17959,Schuylkill,,
17960,Schuylkill,,
17961,Schuylkill,,
17963,Schuylkill,,
17964,Schuylkill,,
17965,Schuylkill,,
17966,Schuylkill,,
17967,Schuylkill,,
17968,Schuylkill,,
17970,Schuylkill,,
17972,Schuylkill,,
17974,Schuylkill,,
17976,Schuylkill,,
17978,Schuylkill,,
17979,Schuylkill,,
17980,Schuylkill,,
17981,Schuylkill,,
17982,Schuylkill,,
17983,Schuylkill,,
17985,Schuylkill,,
18001,Northampton,,
18002,Northampton,,
18003,Northampton,,
18010,Northampton,,
18011,Lehigh,,
18012,Carbon,,
18013,Northampton,,
18014,Northampton,,
18015,Northampton,,
18016,Northampton,,
18017,Northampton,,
18018,Northampton,,
18020,Northampton,,
18025,Lehigh,,
18030,Carbon,,
18031,Lehigh,,
18032,Lehigh,,
18034,Lehigh,,
18035,Northampton,,
18036,Lehigh,,
18037,Lehigh,,
18038,Northampton,,
18039,Bucks,,
18040,Northampton,,
18041,Montgomery,,
18042,Northampton,,
18043,Northampton,,
18044,Northampton,,
18045,Northampton,,
18046,Lehigh,,
18049,Lehigh,,
18050,Northampton,,
18051,Lehigh,,
18052,Lehigh,,
18053,Lehigh,,
18054,Montgomery,,
18055,Northampton,,
18056,Berks,,
18058,Monroe,,
18059,Lehigh,,
18060,Lehigh,,
18062,Lehigh,,
18063,Northampton,,
18064,Northampton,,
18065,Lehigh,,
18066,Lehigh,,
18067,Northampton,,
18068,Lehigh,,
18069,Lehigh,,
18070,Montgomery,,
18071,Carbon,,
18072,Northampton,,
18073,Montgomery,,
18074,Montgomery,,
18076,Montgomery,,
18077,Bucks,,
18078,Lehigh,,
18079,Lehigh,,
18080,Lehigh,,
18081,Bucks,,
18083,Northampton,,
18084,Montgomery,,
18085,Northampton,,
18086,Northampton,,
18087,Lehigh,,
18088,Northampton,,
18091,Northampton,,
18092,Lehigh,,
18098,Lehigh,,
18099,Lehigh,,
18101,Lehigh,,
18102,Lehigh,,
18103,Lehigh,,
18104,Lehigh,,
18105,Lehigh,,
18106,Lehigh,,
18109,Lehigh,,
18175,Lehigh,,
18195,Lehigh,,
18201,Luzerne,,
18202,Luzerne,,
18210,Carbon,,
18211,Schuylkill,,
18212,Carbon,,
18214,Schuylkill,,
18216,Carbon,,
18218,Schuylkill,,
18219,Luzerne,,
18220,Schuylkill,,
18221,Luzerne,,
18222,Luzerne,,
18223,Luzerne,,
18224,Luzerne,,
18225,Luzerne,,
18229,Carbon,,
18230,Carbon,,
18231,Schuylkill,,
18232,Carbon,,
18234,Luzerne,,
18235,Carbon,,
18237,Schuylkill,,
18239,Luzerne,,
18240,Carbon,,
18241,Schuylkill,,
18242,Schuylkill,,
18244,Carbon,,
18245,Schuylkill,,
18246,Luzerne,,
18247,Luzerne,,
18248,Schuylkill,,
18249,Luzerne,,
18250,Carbon,,
18251,Luzerne,,
18252,Schuylkill,,
18254,Carbon,,
18255,Carbon,,
18256,Luzerne,,
18301,Monroe,,
18302,Monroe,,
18320,Monroe,,
18321,Monroe,,
18322,Monroe,,
18323,Monroe,,
18324,Pike,,
18325,Monroe,,
18326,Monroe,,
18327,Monroe,,
18328,Pike,,
18330,Monroe,,
18331,Monroe,,
18332,Monroe,,
18333,Monroe,,
18334,Monroe,,
18335,Monroe,,
18336,Pike,,
18337,Pike,,
18340,Pike,,
18341,Monroe,,
18342,Monroe,,
18343,Northampton,,
18344,Monroe,,
18346,Monroe,,
18347,Monroe,,
18348,Monroe,,
18349,Monroe,,
18350,Monroe,,
18351,Northampton,,
18352,Monroe,,
18353,Monroe,,
18354,Monroe,,
18355,Monroe,,
18356,Monroe,,
18357,Monroe,,
18360,Monroe,,
18370,Monroe,,
18371,Pike,,
18372,Monroe,,
18373,Pike,,
18403,Lackawanna,,
18405,Wayne,,
18407,Lackawanna,,
18410,Lackawanna,,
18411,Lackawanna,,
18413,Susquehanna,,
18414,Lackawanna,,
18415,Wayne,,
18416,Lackawanna,,
18417,Wayne,,
18419,Wyoming,,
18420,Lackawanna,,
18421,Susquehanna,,
18424,Wayne,,
18425,Pike,,
18426,Pike,,
18427,Wayne,,
18428,Pike,,
18430,Susquehanna,,
18431,Wayne,,
18433,Lackawanna,,
18434,Lackawanna,,
18435,Pike,,
18436,Wayne,,
18437,Wayne,,
18438,Wayne,,
18439,Wayne,,
18440,Lackawanna,,
18441,Susquehanna,,
18443,Wayne,,
18444,Lackawanna,,
18445,Wayne,,
18446,Wyoming,,
18447,Lackawanna,,
18448,Lackawanna,,
18449,Wayne,,
18451,Pike,,
18452,Lackawanna,,
18453,Wayne,,
18454,Wayne,,
18455,Wayne,,
18456,Wayne,,
18457,Pike,,
18458,Pike,,
18459,Wayne,,
18460,Wayne,,
18461,Wayne,,
18462,Wayne,,
18463,Wayne,,
18464,Pike,,
18465,Susquehanna,,
18466,Monroe,,
18469,Wayne,,
18470,Susquehanna,,
18471,Lackawanna,,
18472,Wayne,,
18473,Wayne,,
18501,Lackawanna,,
18502,Lackawanna,,
18503,Lackawanna,,
18504,Lackawanna,,
18505,Lackawanna,,
18507,Lackawanna,,
18508,Lackawanna,,
18509,Lackawanna,,
18510,Lackawanna,,
18512,Lackawanna,,
18514,Lackawanna,,
18515,Lackawanna,,
18517,Lackawanna,,
18518,Lackawanna,,
18519,Lackawanna,,
18522,Lackawanna,,
18540,Lackawanna,,
18577,Lackawanna,,
18601,Luzerne,,
18602,Luzerne,,
18603,Columbia,,
18610,Monroe,,
18611,Luzerne,,
18612,Luzerne,,
18614,Sullivan,,
18615,Wyoming,,
18616,Sullivan,,
18617,Luzerne,,
18618,Luzerne,,
18619,Sullivan,,
18621,Luzerne,,
18622,Luzerne,,
18623,Wyoming,,
18624,Carbon,,
18625,Wyoming,,
18626,Sullivan,,
18627,Luzerne,,
18628,Sullivan,,
18629,Wyoming,,
18630,Wyoming,,
18631,Columbia,,
18632,Sullivan,,
18634,Luzerne,,
18635,Luzerne,,
18636,Wyoming,,
18640,Luzerne,,
18641,Luzerne,,
18642,Luzerne,,
18643,Luzerne,,
18644,Luzerne,,
18651,Luzerne,,
18653,Lackawanna,,
18654,Luzerne,,
18655,Luzerne,,
18656,Luzerne,,
18657,Wyoming,,
18660,Luzerne,,
18661,Luzerne,,
18690,Luzerne,,
18701,Luzerne,,
18702,Luzerne,,
18703,Luzerne,,
18704,Luzerne,,
18705,Luzerne,,
18706,Luzerne,,
18707,Luzerne,,
18708,Luzerne,,
18709,Luzerne,,
18710,Luzerne,,
18711,Luzerne,,
18762,Luzerne,,
18764,Luzerne,,
18765,Luzerne,,
18766,Luzerne,,
18767,Luzerne,,
18769,Luzerne,,
18773,Luzerne,,
18801,Susquehanna,,
18810,Bradford,,
18812,Susquehanna,,
18813,Susquehanna,,
18814,Bradford,,
18815,Bradford,,
18816,Susquehanna,,
18817,Bradford,,
18818,Susquehanna,,
18820,Susquehanna,,
18821,Susquehanna,,
18822,Susquehanna,,
18823,Susquehanna,,
18824,Susquehanna,,
18825,Susquehanna,,
18826,Susquehanna,,
18827,Susquehanna,,
18828,Susquehanna,,
18829,Bradford,,
18830,Susquehanna,,
18831,Bradford,,
18832,Bradford,,
18833,Bradford,,
18834,Susquehanna,,
18837,Bradford,,
18840,Bradford,,
18842,Susquehanna,,
18843,Susquehanna,,
18844,Susquehanna,,
18845,Bradford,,
18846,Bradford,,
18847,Susquehanna,,
18848,Bradford,,
18850,Bradford,,
18851,Bradford,,
18853,Bradford,,
18854,Bradford,,
18901,Bucks,,
18902,Bucks,,
18910,Bucks,,
18911,Bucks,,
18912,Bucks,,
18913,Bucks,,
18914,Bucks,,
18915,Montgomery,,
18916,Bucks,,
18917,Bucks,,
18918,Montgomery,,
18920,Bucks,,
18921,Bucks,,
18922,Bucks,,
18923,Bucks,,
18924,Montgomery,,
18925,Bucks,,
18926,Bucks,,
18927,Bucks,,
18928,Bucks,,
18929,Bucks,,
18930,Bucks,,
18931,Bucks,,
18932,Bucks,,
18933,Bucks,,
18934,Bucks,,
18935,Bucks,,
18936,Montgomery,,
18938,Bucks,,
18940,Bucks,,
18942,Bucks,,
18943,Bucks,,
18944,Bucks,,
18946,Bucks,,
18947,Bucks,,
18949,Bucks,,
18950,Bucks,,
18951,Bucks,,
18953,Bucks,,
18954,Bucks,,
18955,Bucks,,
18956,Bucks,,
18957,Montgomery,,
18958,Montgomery,,
18960,Bucks,,
18962,Bucks,,
18963,Bucks,,
18964,Montgomery,,
18966,Bucks,,
18968,Bucks,,
18969,Montgomery,,
18970,Bucks,,
18971,Montgomery,,
18972,Bucks,,
18974,Bucks,,
18976,Bucks,,
18977,Bucks,,
18979,Montgomery,,
18980,Bucks,,
18981,Bucks,,
18991,Bucks,,
19001,Montgomery,,
19002,Montgomery,,
19003,Montgomery,,
19004,Montgomery,,
19006,Montgomery,,
19007,Bucks,,
19008,Delaware,,
19009,Montgomery,,
19010,Delaware,,
19012,Montgomery,,
19013,Delaware,,
19014,Delaware,,
19015,Delaware,,
19016,Delaware,,
19017,Delaware,,
19018,Delaware,,
19019,Philadelphia,,
19020,Bucks,,
19021,Bucks,,
19022,Delaware,,
19023,Delaware,,
19025,Montgomery,,
19026,Delaware,,
19027,Montgomery,,
19028,Delaware,,
19029,Delaware,,
19030,Bucks,,
19031,Montgomery,,
19032,Delaware,,
19033,Delaware,,
19034,Montgomery,,
19035,Montgomery,,
19036,Delaware,,
19037,Delaware,,
19038,Montgomery,,
19039,Delaware,,
19040,Montgomery,,
19041,Montgomery,,
19043,Delaware,,
19044,Montgomery,,
19046,Montgomery,,
19047,Bucks,,
19048,Bucks,,
19049,Bucks,,
19050,Delaware,,
19052,Delaware,,
19053,Bucks,,
19054,Bucks,,
19055,Bucks,,
19056,Bucks,,
19057,Bucks,,
19058,Bucks,,
19061,Delaware,,
19063,Delaware,,
19064,Delaware,,
19065,Delaware,,
19066,Montgomery,,
19067,Bucks,,
19070,Delaware,,
19072,Montgomery,,
19073,Delaware,,
19074,Delaware,,
19075,Montgomery,,
19076,Delaware,,
19078,Delaware,,
19079,Delaware,,
19080,Delaware,,
19081,Delaware,,
19082,Delaware,,
19083,Delaware,,
19085,Delaware,,
19086,Delaware,,
19087,Delaware,,
19088,Delaware,,
19089,Delaware,,
19090,Montgomery,,
19091,Delaware,,
19092,Philadelphia,,
19093,Philadelphia,,
19094,Delaware,,
19095,Montgomery,,
19096,Montgomery,,
19098,Delaware,,
19099,Philadelphia,,
19101,Philadelphia,,
19102,Philadelphia,,
19103,Philadelphia,,
19104,Philadelphia,,
19105,Philadelphia,,
19106,Philadelphia,,
19107,Philadelphia,,
19108,Philadelphia,,
19109,Philadelphia,,
19110,Philadelphia,,
19111,Philadelphia,,
19112,Philadelphia,,
19113,Delaware,,
19114,Philadelphia,,
19115,Philadelphia,,
19116,Philadelphia,,
19118,Philadelphia,,
19119,Philadelphia,,
19120,Philadelphia,,
19121,Philadelphia,,
19122,Philadelphia,,
19123,Philadelphia,,
19124,Philadelphia,,
19125,Philadelphia,,
19126,Philadelphia,,
19127,Philadelphia,,
19128,Philadelphia,,
19129,Philadelphia,,
19130,Philadelphia,,
19131,Philadelphia,,
19132,Philadelphia,,
19133,Philadelphia,,
19134,Philadelphia,,
19135,Philadelphia,,
19136,Philadelphia,,
19137,Philadelphia,,
19138,Philadelphia,,
19139,Philadelphia,,
19140,Philadelphia,,
19141,Philadelphia,,
19142,Philadelphia,,
19143,Philadelphia,,
19144,Philadelphia,,
19145,Philadelphia,,
19146,Philadelphia,,
19147,Philadelphia,,
19148,Philadelphia,,
19149,Philadelphia,,
19150,Philadelphia,,
19151,Philadelphia,,
19152,Philadelphia,,
19153,Philadelphia,,
19154,Philadelphia,,
19155,Philadelphia,,
19160,Philadelphia,,
19161,Philadelphia,,
19162,Philadelphia,,
19170,Philadelphia,,
19171,Philadelphia,,
19172,Philadelphia,,
19173,Philadelphia,,
19175,Philadelphia,,
19176,Philadelphia,,
19177,Philadelphia,,
19178,Philadelphia,,
19179,Philadelphia,,
19181,Philadelphia,,
19182,Philadelphia,,
19183,Philadelphia,,
19184,Philadelphia,,
19185,Philadelphia,,
19187,Philadelphia,,
19188,Philadelphia,,
19191,Philadelphia,,
19192,Philadelphia,,
19193,Philadelphia,,
19194,Philadelphia,,
19195,Philadelphia,,
19196,Philadelphia,,
19197,Philadelphia,,
19244,Philadelphia,,
19255,Philadelphia,,
19301,Chester,,
19310,Chester,,
19311,Chester,,
19312,Chester,,
19316,Chester,,
19317,Delaware,,
19318,Chester,,
19319,Delaware,,
19320,Chester,,
19330,Chester,,
19331,Delaware,,
19333,Chester,,
19335,Chester,,
19339,Delaware,,
19340,Delaware,,
19341,Chester,,
19342,Delaware,,
19343,Chester,,
19344,Chester,,
19345,Chester,,
19346,Chester,,
19347,Chester,,
19348,Chester,,
19350,Chester,,
19351,Chester,,
19352,Chester,,
19353,Chester,,
19354,Chester,,
19355,Chester,,
19357,Chester,,
19358,Chester,,
19360,Chester,,
19362,Chester,,
19363,Chester,,
19365,Chester,,
19366,Chester,,
19367,Chester,,
19369,Chester,,
19371,Chester,,
19372,Chester,,
19373,Delaware,,
19374,Chester,,
19375,Chester,,
19376,Chester,,
19380,Chester,,
19381,Chester,,
19382,Chester,,
19383,Chester,,
19390,Chester,,
19395,Chester,,
19397,Chester,,
19398,Chester,,
19399,Chester,,
19401,Montgomery,,
19403,Montgomery,,
19404,Montgomery,,
19405,Montgomery,,
19406,Montgomery,,
19407,Montgomery,,
19408,Montgomery,,
19409,Montgomery,,
19415,Montgomery,,
19420,Montgomery,,
19421,Chester,,
19422,Montgomery,,
19423,Montgomery,,
19424,Montgomery,,
19425,Chester,,
19426,Montgomery,,
19428,Montgomery,,
19429,Montgomery,,
19430,Montgomery,,
19432,Chester,,
19435,Montgomery,,
19436,Montgomery,,
19437,Montgomery,,
19438,Montgomery,,
19440,Montgomery,,
19441,Montgomery,,
19442,Chester,,
19443,Montgomery,,
19444,Montgomery,,
19446,Montgomery,,
19450,Montgomery,,
19451,Montgomery,,
19453,Montgomery,,
19454,Montgomery,,
19455,Montgomery,,
19456,Montgomery,,
19457,Chester,,
19460,Chester,,
19462,Montgomery,,
19464,Montgomery,,
19465,Chester,,
19468,Montgomery,,
19470,Chester,,
19472,Montgomery,,
19473,Montgomery,,
19474,Montgomery,,
19475,Chester,,
19477,Montgomery,,
19478,Montgomery,,
19480,Chester,,
19481,Chester,,
19482,Chester,,
19483,Montgomery,,
19484,Montgomery,,
19485,Montgomery,,
19486,Montgomery,,
19487,Chester,,
19488,Chester,,
19489,Chester,,
19490,Montgomery,,
19492,Montgomery,,
19493,Chester,,
19494,Chester,,
19495,Chester,,
19496,Chester,,
19501,Lancaster,,
19503,Berks,,
19504,Berks,,
19505,Berks,,
19506,Berks,,
19507,Berks,,
19508,Berks,,
19510,Berks,,
19511,Berks,,
19512,Berks,,
19516,Berks,,
19518,Berks,,
19519,Berks,,
19520,Chester,,
19522,Berks,,
19523,Berks,,
19525,Montgomery,,
19526,Berks,,
19529,Berks,,
19530,Berks,,
19533,Berks,,
19534,Berks,,
19535,Berks,,
19536,Berks,,
19538,Berks,,
19539,Berks,,
19540,Berks,,
19541,Berks,,
19542,Berks,,
19543,Berks,,
19544,Berks,,
19545,Berks,,
19547,Berks,,
19548,Berks,,
19549,Schuylkill,,
19550,Berks,,
19551,Berks,,
19554,Berks,,
19555,Berks,,
19559,Berks,,
19560,Berks,,
19562,Berks,,
19564,Berks,,
19565,Berks,,
19567,Berks,,
19601,Berks,,
19602,Berks,,
19603,Berks,,
19604,Berks,,
19605,Berks,,
19606,Berks,,
19607,Berks,,
19608,Berks,,
19609,Berks,,
19610,Berks,,
19611,Berks,,
19612,Berks,,
19640,Berks,,